what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1430095126850
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1430095126851
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1430095126870
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1430095126871
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1430095126871
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1430095126876
os,sysinfo,,,"win32",1430095126878
arch,sysinfo,,,"x86_64",1430095126878
ws,sysinfo,,,"win32",1430095126878
locale,sysinfo,,,"ko_KR",1430095126878
processors,sysinfo,,,"8",1430095126878
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1430095126878
java.runtime.version,sysinfo,,,"1.8.0_45-b14",1430095126878
java.specification.name,sysinfo,,,"Java Platform API Specification",1430095126878
java.specification.vendor,sysinfo,,,"Oracle Corporation",1430095126878
java.specification.version,sysinfo,,,"1.8",1430095126878
java.vendor,sysinfo,,,"Oracle Corporation",1430095126878
java.version,sysinfo,,,"1.8.0_45",1430095126878
java.vm.info,sysinfo,,,"mixed mode",1430095126878
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1430095126878
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1430095126878
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1430095126878
java.vm.specification.version,sysinfo,,,"1.8",1430095126878
java.vm.vendor,sysinfo,,,"Oracle Corporation",1430095126878
java.vm.version,sysinfo,,,"25.45-b02",1430095126878
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1430095127408
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430095127988
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1430095127998
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1430095128043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430095130703
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1430095131399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430095135804
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095137304
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095137899
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095137946
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095138563
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095138584
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430095141337
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095141337
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095150062
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095150106
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430095164039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095165674
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430095165715
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095165716
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095169369
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095169408
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1430095169494
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430095170271
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095170727
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095170770
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430095172662
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430095173614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096400723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096406722
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1430096406741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096409635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096409787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096414329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096486843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096489011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096501288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096501771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430096507191
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430096507218
